Size_Class_Description,id,Street,Establishment_Name,Tel_No,Ward_Name,Mobile_No,ISICLev4,ISICLev4_Description,CPC_Description,CPC_Code,Year_Started,Postal_Address,District_Name,Manufacturing_Classification,Ownership_Description,Subsector,Region_Name,Zone_Name,Employment
Small,929,NYERERE A,JUSTINE NATHAN,765076049,Kibaigwa,Missing,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,"Prefabricated buildings, of wood",38701,2013.0,Missing,Kongwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,930,CHISALE 'A',JUSTINE NOGWA,Missing,Berege,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2013.0,12,Mpwapwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,931,KINYONGA,K ALMINIUM,766300725,Uhuru,Missing,2599,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal product manufacturing services n.e.c.,88739,2013.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,932,RELINI,K MOTORS WORK LTD,754422784,Kizota,Missing,2930,Manufacture of parts and accessories for motor vehicles,Motor vehicle part and accessory manufacturing services,88813,2005.0,Missing,Dodoma Mjini,Assembly,Private,Manufacturing,Dodoma,Central zone,2
Micro,933,BARABARA YA TISA,KACHERO TAIROLINH MART,754772228,Uhuru,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2003.0,2219,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,934,KATI,KAFERI BARAKA,786638096,Kingiti,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Mpwapwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,935,MAUJI,KAHEMELE INVESTMENT GROUP & COMPANY,Missing,Majengo,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2009.0,3029,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,936,KISASA,KAISI HASSAN RAJABU,782649503,Dodoma Makulu,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2008.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,937,AIRPORT[CHIWANGA],KAJO MACHINE,755489521,Msalato,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,2274,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,938,CHANGO'MBE,KALEBI ASHERY MANYESELA,713276635,Lupeta,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,939,KARUME,KALINGA MOSES,Missing,Mnadani,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2014.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,940,KOTA,KALOLO MILLS MACHINE,784542584,Mpwapwa Mjini,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2000.0,82,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,941,MAKOLE(CBE),KAMANDA MDOGO (JUA KALI MATOFALI),Missing,Tambukareli,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2003.0,1714,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,2
Micro,942,KARUME,KAMONGO,755497550,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,943,MWANAKIANGA,KANADI SOAP MANUFACTURING,Missing,Kibaigwa,Missing,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","Soap, detergents, cleaning preparation and perfume manufacturing services",88426,1984.0,Missing,Dodoma Mjini,Chemical and Petrochemicals Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,944,DINDA,KANISA LA ROMA,Missing,Goima,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,11,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,945,MADUKANI,KAPIPI GROUP OIL,656916014,Buigiri,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2014.0,543,Chamwino ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,946,MALECHELA,KAROLI MGAYA,Missing,Mwitikira,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2007.0,2993,Bahi ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,947,KARUME,KASIM MKOMBWE,784706289,Songambele,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,81,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,948,MATITIMWI,KASIMU HAMISI BAKARI,787924282,Bolisa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2014.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,949,BAHI ROAD,KASSIM HASSAN,714742765,Majengo,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2010.0,3274,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,10
Micro,950,AREA E,KASSIM HUSEIN OMARY,757668132,Makole,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,1500,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,951,MIYUJI MIPANGO,KASSIM MUKTARY MURJI,Missing,Mnadani,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2014.0,1626,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,952,SEKONDARI,KASSIMU MSEWA MILLING MACHINE,784666090,Makutupora,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2005.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,953,NGOMAI,KASTOR NOMANUS WADONG'ONOLA,717632405,Ngomai,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,57,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,954,MAJENGO,KATA ALUMINIUM ANA GLASSWORK,Missing,Majengo,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,955,SIMBA,KATO MACHINE,756017179,Majengo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,956,Missing,KATO MASHINE,Missing,Nzuguni,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,2274,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,957,TWIGA ROAD,KATO MASHINE,753274001,Majengo,Missing,1080,Manufacture of prepared animal feeds,Preparations used in animal feeding n.e.c.,23319,2011.0,Missing,Dodoma Mjini,Fish and Marine Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,958,SIMBA,KATO MASHINE,Missing,Majengo,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2005.0,2274,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,959,MNADANI,KATO MILLING MACHINE,755489521,Mnadani,0755 489521,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,2274,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,960,MNADANI,KATO MILLING MACHINE,Missing,Mnadani,Missing,1080,Manufacture of prepared animal feeds,Preparations used in animal feeding n.e.c.,23319,2004.0,2274,Dodoma Mjini,Fish and Marine Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,961,BIRINGI,KATO MILLS MACHINE,754052019,Dodoma Makulu,754052019,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,2274,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,962,HAMVU,KATO SUPER SEMBE,754052019,Chang'ombe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,2274,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,963,BAHI MWANACHUNGU,KAZUMBA MUSSA HAMISI,Missing,Bahi,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2012.0,Missing,Bahi ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,964,IBUMILA,KEHFA GUNJU,Missing,Songambele,Missing,1079,Manufacture of other food products n.e.c.,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",21175,2013.0,120,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,965,CHANG'OMBE,KENETH DAVID NZIJE,Missing,Mtumba,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,1927,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,966,Missing,KENNETH NZIJA,713455993,Nzuguni,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2013.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,967,NYERERE A,KEPHA J. MWANDA,769742259,Kibaigwa,Missing,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,"Prefabricated buildings, of wood",38701,2014.0,Missing,Kongwa ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,968,MKOMBOZI,KESSY ELIYA MNYANGULU,788010055,Chipogoro,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,Missing,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,969,KAWAWA,KESSY EVODI,784461076,Ving'hawe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2012.0,12,Mpwapwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,970,BWAWANI B,KESSY MUHUNZI,Missing,Hombolo,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2013.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,971,MNARANI,KHADIJA IDDY MWINJUMA,752870585,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,972,MNARANI,KHADIJA RAJABU,784813046,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2013.0,Missing,Kondoa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,973,SANBWA KATI,KHALFANI JUMA SAID OIL MILLS,Missing,Busi,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2004.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,974,MASHARIKI,KHALID HASSAN KAMIA,Missing,Paranga,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2013.0,260,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,975,POLISI,KHALID MOHAMED NYENYE,Missing,Mrijo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2004.0,174,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,976,POLISI,KHALID MOHAMED NYENYE OIL MILLS,Missing,Mrijo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2005.0,174,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,977,BARABARA YA TISA,KHALIDI HAMADI ZOYA,783781670,Uhuru,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2012.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,978,RIZIKI ROAD,KHALIO JUMA MSUYA,787474505,Bereko,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2010.0,Missing,Kondoa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,979,BWAWANI B,KHAMISI JUFIYANI,712282941,Hombolo,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2000.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,980,Missing,KIANGA GARMENTS MANUFACTURES,Missing,Kibaigwa,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Men's or boys' suits, coats, jackets, trousers, shorts and the like, knitted or crocheted",28221,1984.0,Missing,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,981,MALECHELA,KIBAIGWA AMANI FRESH OIL MILL,783521212,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2010.0,9,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,982,KIBAIGWA KARUME,KIBAIGWA FLOUR SUPPLIES LTD,Missing,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2009.0,Missing,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,983,KARUME,KIBAIGWA FURNITURE,Missing,Kibaigwa,Missing,2592,Treatment and coating of metals; machining,Metal treatment and coating services,88731,2003.0,29,Kongwa ,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,984,BWAWANI,KIBAIGWA MAIZE FLOUR 4 PRODUCTS,713236517,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2010.0,1180,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,985,BWAWANI,KIBAIGWA MAIZE FLOUR FOOD PRODUCTS,713236517,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2010.0,1180,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,986,KARUME,KIBAIGWA SUPER SEMBE,765433132,Kibaigwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,1999.0,80,Kongwa ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Small,987,KAWAWA,KIBAIGWA WATER SUPPLY & SANITATION AUTHO,Missing,Kibaigwa,Missing,3600,"Water collection, treatment and supply","Water distribution through mains, except steam and hot water (on own account)",69210,2015.0,Missing,Kongwa ,"Water supply, sewage, waste management and remediation activities",Public,"Water supply, sewage, waste management and remediation activities",Dodoma,Central zone,20
Small,988,KAWAWA RD,KIBAIGWA WATER SUPPLY & SANITATION AUTHORITY,-418797,Kibaigwa,Missing,3600,"Water collection, treatment and supply","Water distribution through mains, except steam and hot water (on own account)",69210,2000.0,90.102,Kongwa ,"Water supply, sewage, waste management and remediation activities",Public,"Water supply, sewage, waste management and remediation activities",Dodoma,Central zone,10
Small,989,CHUI,KIBO SUNFLOWER,716729937,Majengo,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2010.0,942,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,990,SABASABA,KIBUTI BUSINESS,Missing,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2003.0,3274,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,991,BAHI SOKONI,KIBWANA OMARY CARPETRY WORKS,Missing,Bahi,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Bahi ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,992,GODAUD,KIDAWARE WAZIRI,Missing,Mrijo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2007.0,830,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,993,GODAUNI,KIDAWARI WAZIRI,Missing,Mrijo,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2005.0,830,Chemba ,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,994,SUGUDA,KIKUNDI CHA USEREMALA KWA MTORO (KIUKWA),Missing,Kwamtoro,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2004.0,Missing,Chemba ,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,995,SOKONI,KIKUNDI CHA VIJANA CHA USHONAJI,713550634,Mpwapwa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2006.0,183,Mpwapwa ,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Micro,996,AREA B,KIKUYU MOHAMED,756315514,Mnadani,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2005.0,640,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,2
