Size_Class_Description,id,Street,Establishment_Name,Tel_No,Ward_Name,Mobile_No,ISICLev4,ISICLev4_Description,CPC_Description,CPC_Code,Year_Started,Postal_Address,District_Name,Manufacturing_Classification,Ownership_Description,Subsector,Region_Name,Zone_Name,Employment
Micro,2518,Missing,MASHSMBA ALUMINIUM,784301800,Makole,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2519,Missing,MASUMA NZEGA MILLS MACHINE,786961727,Kibakwe,786961727,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2520,"Area C, Dodoma",Ma-Tabitha,0755 389 384,"Area C, Dodoma",Missing,1030,Processing and preserving of fruit and vegetables,Fruit and vegetables processing services,88130,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Small,2521,Missing,MATAMBO ENTERPRISES,784816643,KIZOTA,784816643,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2522,Missing,MATEMANGA SHABANI  MWINYIMUA,718046164,Mpwapwa Mjini,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Mpwapwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2523,Missing,MATERU  RADIO  SERVICE,741358034,BR. YA 6,741358034,3319,Repair of other equipment,Maintenance and repair services of electrical machinery and apparatus n.e.c.,87152,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,2
Small,2524,Missing,MATERU FENICHA MART,754310648,Uhuru,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2525,Missing,MATERU FURNITURE,0754 310648,Uhuru,0754 310648,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,10
Small,2526,Missing,MATERU FURNITURE WORKSHOP,2322721,BR. YA NANE,2322721,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2527,Missing,MATT REFRIGERATION AND AIR CONDITION SERVICE,744773769,BARABARA KUU,744773769,3314,Repair of electrical equipment,Maintenance and repair services of electrical machinery and apparatus n.e.c.,87152,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,5
Small,2528,Kondoa,Maulid Boki,786613132,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Small,2529,Missing,MAULID FENICHA,784340364,KONDOA MJINI,784340364,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Kondoa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2530,Kondoa,Maulidi Husein Mrumbi,763672374,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2531,Missing,MAURID SWALEHE KWAHAY,784340364,Chemchem,784340364,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Kondoa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2532,Missing,Mavuno Oil Mills,713029720,Mlali,713029720,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,2533,Missing,MAZENGO MACHINE,Missing,KIBAIGWA,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2534,Missing,MBANDE SUPER SEMBE,755489076,Sejeli,755489076,1074,"Manufacture of macaroni, noodles, couscous and similar farinaceous products","Macaroni, noodles, couscous and similar farinaceous products manufacturing services",88166,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,10
Micro,2535,Missing,MBAYA MILLS MACHINE,787491420,Mpwapwa Mjini,787491420,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2536,Missing,MBILINYI CARPENTRY WORK,Missing,MAJENGO,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Mpwapwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2537,Missing,MBILINYI GENERAL SUPPLY,683386351,Mpwapwa Mjini,683386351,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2011.0,Missing,Mpwapwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2538,Kondoa,Mchana Issa,688011019,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2539,Missing,MDEGELA ENTERPRISES,655383851,Makole,655383851,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2540,Missing,MDEGERA SUNFLOWER  OIL,713339964,Viwandani,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2541,Kondoa,Mera  Malare,787736413,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,"Fats and oils and their fractions, of fish, other than liver oils",21525,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2542,Missing,MESHAK JOHN WELDING,713667138,Majengo,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2543,Missing,MFOI MASHINE YA KUSAGA,262321532,MAKOLE,262321532,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Small,2544,Missing,MG WORKSHOP(GEORGE EMMANUEL KABAY),782630477,Makulu,782630477,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,10
Micro,2545,Missing,MGOWI ALMINIUM WORK,765616495,Uhuru,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2546,Missing,MICHAEL  SANJILA NDELEMA,784994007,Lumuma,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2547,Kongwa,Michael Lubuva,75572833,Kongwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2548,Missing,MICHAEL MAKUNZO,686112506,Nzuguni,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2549,Missing,MIGE SADO,262300341,KIKUYU NORTH,262300341,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,5
Small,2550,Missing,MIGESADO (DODOMA BIOGAS & OTHER RENEWABLE ENERGY,0713 410007,Kikuyu Kaskazini,Missing,3520,Manufacture of gas; distribution of gaseous fuels through mains,"Men's or boys' suits, coats, jackets, trousers, shorts and the like, knitted or crocheted",28221,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,5
Micro,2551,Missing,MIGOMBELE MAKOCHO MTURI,783161288,Kingiti,Missing,1030,Processing and preserving of fruit and vegetables,Fruit and vegetables processing services,88130,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2552,Missing,MILANGASI KARAKANA YA MBAO,765308717,Kibaigwa,765308717,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2011.0,Missing,Kongwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2553,Missing,MIUJI YOUTH  GENERAL ENTERPRISE,754319063,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2554,Missing,MKALIMOTO WORK SHOP,262320673,HAZINA,262320673,2393,Manufacture of other porcelain and ceramic products,Other porcelain and ceramic product manufacturing services,88534,2011.0,Missing,Mpwapwa,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,5
Micro,2555,Missing,MKOMA OIL PRESS,784617505,Kibakwe,784617505,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2556,Missing,Mkumbo Electric Contractor,741258429,BAHI ROAD,741258429,3314,Repair of electrical equipment,Maintenance and repair services of electrical machinery and apparatus n.e.c.,87152,2011.0,Missing,Dodoma Mjini,Electrics and Electronic Appliances,Private,Manufacturing,Dodoma,Central zone,5
Micro,2557,Missing,MLOWE WORKSHOP,717725975,Kongwa,717725975,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2011.0,Missing,Kongwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2558,Missing,MMARI TIMBER MACHUNE(HASSANI KATUNDA),714742765,Majengo,714742765,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2559,Missing,M-MEDIA GRAPHIC SOLUTION,656717471,Uhuru,656717471,1811,Printing,Printing services,89121,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2560,Missing,MNUKI ALUMINIUM,769479907,Majengo,769479907,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,10
Micro,2561,Missing,MNYARWANDA TAILORING MART,753604000,Makole,753604000,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2562,Missing,MODERN MATTRESS MANUFACTURES,686900015,Kizota,230555,3290,Other manufacturing n.e.c.,Other manufacturing services n.e.c.,88909,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Small,2563,Kondoa,Mohamed,769786006,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2564,Missing,MOHAMED HASSANI,754886021,Kibaigwa,754886021,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2565,Kondoa,Mohamed Marino,687045170,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Small,2566,Missing,MOHAMED MSONDE,784771966,Mkoka,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Kongwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2567,Missing,MOHAMED MUSSA SIMBA,787653257,Kibaigwa,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Kongwa,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2568,Missing,MOHAMED S SARO,682052816,Kondoa Mjini,Missing,1610,Sawmilling and planing of wood,Logs of coniferous wood,3110,2011.0,Missing,Kondoa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2569,Missing,MOHAMED SAID HATI(BENTAS),715118938,Chemchem,715118938,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Kondoa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2570,Missing,MOHAMED SWALEHE SARO,787187320,KONDOA MJINI,787187320,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Kondoa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2571,Missing,MOMA FURNITURE AND GENERAL SUPPLY,784399031,Kizota,Missing,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,"Prefabricated buildings, of wood",38701,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2572,Missing,MONICA  STEPHANO MBWANI,766809650,Madukani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Medium,2573,Missing,MORDEN MATRESS MANUFACTURING LTD,754563936,KIZOTA INDUSTRIAL AREA,262321641,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,50
Micro,2574,Missing,MORENI  SALAO,787912713,Kibakwe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2575,Missing,MOSES MICHAEL NHONYA,767493800,Miyuji,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2576,Missing,MOSHA SUNFLOWER OIL,653830514,Mpwapwa Mjini,653830514,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2577,Missing,MOSHA SUNFLOWER OIL & SERIOL MILLS,653830514,Mpwapwa Mjini,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2578,Missing,MPENDWA MBANO MILLING MACHINE,754668957,Msalato,754668957,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2579,Sabasaba,Mpilika Enterprise,752751429,Sabasaba,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2580,Missing,MPILIMBILI  RAPHAELI NYAWENGA MILLS,783958328,Massa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2581,UJENZI STREET,MPWAPWA URBAN WATER SUPPLY AND SANITATION AUT,Missing,Mpwapwa Mjini,Missing,3600,"Water collection, treatment and supply","Water distribution through mains, except steam and hot water (on own account)",69210,2011.0,Missing,Mpwapwa,"Water supply, sewage, waste management and remediation activities",Public,"Water supply, sewage, waste management and remediation activities",Dodoma,Central zone,20
Micro,2582,Missing,MR  CHICKS  SEATS COVER,754280199,Uhuru,Missing,1392,"Manufacture of made-up textile articles, except apparel",Worn clothing and other worn textile articles,39217,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Small,2583,Missing,MR CHICKS SEAT COVERS,713421910,Uhuru,713421910,1392,"Manufacture of made-up textile articles, except apparel",Worn clothing and other worn textile articles,39217,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,5
Micro,2584,Missing,MRADI WA MAJI KIBAIGWA,232628159,KIBAIGWA,232628159,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,2011.0,Missing,Kongwa,Electrics and Electronic Appliances,Public,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,2
Micro,2585,Missing,MREMA TAIROLING(REMMY'S),0765 407461,Chemchem,0765 407461,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kondoa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2586,Kondoa,Mruke Ali  Mruke,656051862,Kibaigwa,Missing,1040,Manufacture of vegetable and animal oils and fats,"Fats and oils and their fractions, of fish, other than liver oils",21525,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2587,Missing,MRWTC-OIL PRESSING MACHINE,766879901,Mtumba,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2588,Missing,MSAFIRI ABEE MATEI FURNITURE,677984799,Mpwapwa Mjini,677984799,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Mpwapwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2589,Missing,MSAFIRI JOSEPH  SANGA,766487322,Uhuru,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2590,Missing,MSALALI  MACHINE,Missing,MAUSI,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Small,2591,Missing,MSHIKAMANO CARPENTRY GROUP,Missing,MJI MPYA,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Mpwapwa,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Micro,2592,Missing,MSIMAMO OIL MILLLS,788414842,Kondoa Mjini,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2593,Missing,MSM JEWELLERS,0759 103181,Uhuru,Missing,3211,Manufacture of jewellery and related articles,"Jewellery and other articles of precious metal or of metal clad with precious metal; articles of natural or cultured pearls or precious or semi-precious stones (natural, synthetic or reconstructed)",38240,2011.0,Missing,Dodoma Mjini,Minerals and Mineral Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2594,Missing,MSONDE MASHINE,782039038,Pandambili,782039038,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2595,Missing,MSONDE OIL MILL,782039038,Pandambili,782039038,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Medium,2596,Missing,MTERA HYDRO POWER PLANT,Missing,Mtera,732960239,3510,"Electric power generation, transmission and distribution",Electrical energy,17100,2011.0,Missing,Mpwapwa,Electrics and Electronic Appliances,Public,"Electricity, gas, steam and air conditioning supply",Dodoma,Central zone,50
Micro,2597,Missing,MTOKA MBALI ALUMINIUM GLASS,0753 145829,Uhuru,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2598,Missing,MTOKA MBALI GENERAL SUPPLIES,753145829,Uhuru,753145829,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Small,2599,Missing,MUNISI FURNITURE,2321362,BR. YA SABA,2321362,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,5
Small,2600,Missing,MUSHI BATTERY CHARGER AND WORKSHOP,784704374,Kizota,Missing,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2011.0,Missing,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,5
Small,2601,Missing,MUSHI BUILDING MATERIAL(MUSHI BATERY CHARGER WORKSHOP),622252545,kizota,622252545,2395,"Manufacture of articles of concrete, cement and plaster","Paving blocks, bricks, tiles and other articles of pressed or moulded glass, of a kind used for building or construction purposes; leaded lights and the like; multicellular or foam glass in blocks, plates or similar forms",37117,2011.0,Missing,Dodoma Mjini,Building and Construction Materials,Private,Manufacturing,Dodoma,Central zone,10
Micro,2602,Missing,MUSTAPHA JOHN  MIKOYO MILLS,784586542,Luhundwa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2603,Kondoa,Muyowiride,652300852,Kondoa,Missing,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2604,Missing,MWAJUMA ATHUMANI  BILALI,788626279,Bolisa,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kondoa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2605,Missing,MWALIMU KASAWA MILLS MACHINE,789027711,Kibakwe,789027711,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,5
Micro,2606,Missing,MWANGENIMETAL,657296114,Majengo,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2607,Missing,MWATATU  KADUKADU,784794713,Kondoa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Kondoa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2608,Missing,MWENDWA PATRICK MAILE[MAMA MBUNDUKI],714047671,Viwandani,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Dodoma Mjini,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2609,Dodoma,Mwinyisaidimwinyi,753338867,Kibaigwa,Missing,1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",31923,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2610,Missing,MZAMBARAUNI FENICHA,652155575,Viwandani,Missing,3100,Manufacture of furniture,"Other wooden furniture, of a kind used in offices",38122,2011.0,Missing,Dodoma Mjini,Wood and Woods Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2611,Missing,MZEE ABDUL[RAHIMU ABDUL RAMADHANI],782536907,Mkoka,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Small,2612,"Area A, Dodoma",Naku Msuya, 0784 432 824,"Area A, Dodoma",Missing,1102,Manufacture of wines,"Wine of fresh grapes, except sparkling wine; grape must",24212,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,20
Micro,2613,Missing,NAM MILLING MAJENGO,765266366,Majengo,765266366,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Dodoma Mjini,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2614,Missing,NAMABELA SUNFLOWER OIL MACHINE,767421511,Kibaigwa,767421511,1040,Manufacture of vegetable and animal oils and fats,Vegetable and animal oil and fat manufacturing services,88140,2011.0,Missing,Kongwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2615,Missing,NAMES  HIYEMINI,789303090,Uhuru,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2616,Missing,NAOMI LEONALD NADO,652976002,Mpwapwa Mjini,Missing,1410,"Manufacture of wearing apparel, except fur apparel","Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",28210,2011.0,Missing,Mpwapwa,Textile and Apparel,Private,Manufacturing,Dodoma,Central zone,2
Micro,2617,Missing,NASSOR A MBAROUK,788612126,Ving'hawe,Missing,1061,Manufacture of grain mill products,Other cereal grain products (including corn flakes),23140,2011.0,Missing,Mpwapwa,Agro-Processing,Private,Manufacturing,Dodoma,Central zone,2
Micro,2618,Missing,NASURA GENERAL SUPPLY,753605633,Uhuru,753605633,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
Micro,2619,Missing,NATAEL MSUYA,Missing,KIZOTA,Missing,2511,Manufacture of structural metal products,"Prefabricated buildings, of metal",38702,2011.0,Missing,Dodoma Mjini,Metal and Metal Products,Private,Manufacturing,Dodoma,Central zone,2
